232	4	4	4	4	4	0	0	0	5	0	0	0	0	0	20	0	0	8	0	12	16	0	0	0	50	20
233	5	4	4	4	4	0	0	0	4	1	0	0	0	0	16	5	0	8	0	12	16	0	0	0	0	21
234	6	4	4	4	4	0	0	0	4	0	1	0	0	0	16	0	6	8	0	12	16	0	0	0	0	22
235	5	5	4	4	4	0	0	0	3	2	0	0	0	0	12	10	0	10	18	12	0	30	0	0	0	22
236	6	5	4	4	4	0	0	0	3	1	1	0	0	0	12	5	6	8	0	12	0	0	0	0	0	23
237	6	6	4	4	4	0	0	0	3	0	2	0	0	0	12	0	12	12	20	12	0	30	0	0	0	24
238	5	5	5	4	4	0	0	0	2	3	0	0	0	0	8	15	0	10	18	15	0	30	0	0	0	23
239	6	5	5	4	4	0	0	0	2	2	1	0	0	0	8	10	6	10	18	0	0	0	0	0	0	24
240	6	6	5	4	4	0	0	0	2	1	2	0	0	0	8	5	12	12	20	0	0	0	0	0	0	25
241	6	6	6	4	4	0	0	0	2	0	3	0	0	0	8	0	18	12	20	18	0	30	0	0	0	26
242	5	5	5	5	4	0	0	0	1	4	0	0	0	0	4	20	0	10	0	15	20	0	0	0	0	24
243	6	5	5	5	4	0	0	0	1	3	1	0	0	0	4	15	6	10	0	15	0	0	0	0	0	25
244	6	6	5	5	4	0	0	0	1	2	2	0	0	0	4	10	12	12	22	0	0	0	0	0	0	26
245	6	6	6	5	4	0	0	0	1	1	3	0	0	0	4	5	18	12	0	18	0	0	0	0	0	27
246	6	6	6	6	4	0	0	0	1	0	4	0	0	0	4	0	24	12	0	18	24	0	0	0	0	28
247	5	5	5	5	5	0	0	0	0	5	0	0	0	0	0	25	0	10	0	15	20	0	0	0	50	25
248	6	5	5	5	5	0	0	0	0	4	1	0	0	0	0	20	6	10	0	15	20	0	0	0	0	26
249	6	6	5	5	5	0	0	0	0	3	2	0	0	0	0	15	12	12	22	15	0	30	0	0	0	27
250	6	6	6	5	5	0	0	0	0	2	3	0	0	0	0	10	18	12	22	18	0	30	0	0	0	28
251	6	6	6	6	5	0	0	0	0	1	4	0	0	0	0	5	24	12	0	18	24	0	0	0	0	29
252	6	6	6	6	6	0	0	0	0	0	5	0	0	0	0	0	30	12	0	18	24	0	0	0	50	30
